ID,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
35,-73.9903717041016,40.725040435791,2,11.5,0.5,0.5,0.0,0.0,0.3,12.8
36,-74.0061416625977,40.7237815856934,2,19.0,0.5,0.5,0.0,0.0,0.3,20.3
37,-73.9158630371094,40.8411903381348,1,20.0,0.5,0.0,0.0,0.0,0.3,20.8
38,-73.9925231933594,40.7248268127441,1,5.5,0.5,0.5,1.35,0.0,0.3,8.15
39,-73.899528503418,40.8899002075195,1,10.5,0.5,0.5,2.36,0.0,0.3,14.16
40,-73.9977874755859,40.7433891296387,1,7.0,0.5,0.5,1.66,0.0,0.3,9.96
41,-73.9891204833984,40.7186279296875,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3
42,-73.9578170776367,40.7685775756836,1,5.5,0.0,0.5,1.26,0.0,0.3,7.56
43,-73.959587097168,40.7712936401367,1,9.0,0.5,0.5,2.05,0.0,0.3,12.35
44,-73.9804992675781,40.7402381896973,1,6.0,0.5,0.5,1.46,0.0,0.3,8.76
45,-73.984733581543,40.7397193908691,1,7.5,0.5,0.5,1.0,0.0,0.3,9.8
46,-74.007080078125,40.7330207824707,1,5.5,0.5,0.5,1.36,0.0,0.3,8.16
47,-73.9817962646484,40.7407760620117,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3
48,-73.9811172485352,40.7307205200195,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3
49,-73.9558792114258,40.7194290161133,1,21.5,0.5,0.5,4.56,0.0,0.3,27.36
50,-73.9817504882813,40.7213516235352,1,4.5,0.5,0.5,1.16,0.0,0.3,6.96
51,-73.9562377929687,40.7263298034668,1,19.5,0.5,0.5,2.0,0.0,0.3,22.8
52,-73.9500427246094,40.7797393798828,2,14.5,0.5,0.5,0.0,0.0,0.3,15.8
53,-73.9607238769531,40.7976303100586,2,15.5,0.5,0.5,0.0,0.0,0.3,16.8
54,-73.9979400634766,40.7378692626953,1,9.5,0.5,0.5,2.7,0.0,0.3,13.5
55,-73.9337844848633,40.7359161376953,2,16.0,0.5,0.5,0.0,0.0,0.3,17.3
56,-73.9651107788086,40.7612457275391,2,11.0,0.5,0.5,0.0,0.0,0.3,12.3
57,-73.9567184448242,40.6760330200195,1,8.5,0.5,0.5,1.95,0.0,0.3,11.75
58,-73.9898223876953,40.7376823425293,2,11.5,0.0,0.5,0.0,0.0,0.3,12.3
59,-73.9834136962891,40.7658271789551,1,4.0,0.5,0.5,0.0,0.0,0.3,5.3
60,-73.8934707641602,40.6986541748047,1,27.5,0.5,0.5,5.0,5.54,0.3,39.34
61,-73.792854309082,40.6444778442383,1,52.0,0.0,0.5,10.55,0.0,0.3,63.35
62,-73.9475326538086,40.8166847229004,1,18.0,0.0,0.5,1.5,0.0,0.3,20.3
63,-73.9783782958984,40.7294692993164,1,6.5,0.5,0.5,0.01,0.0,0.3,7.81
64,-73.9773712158203,40.7551345825195,1,13.0,0.0,0.5,1.38,0.0,0.3,15.18
65,-73.8618011474609,40.768424987793,1,30.5,0.0,0.5,6.0,0.0,0.3,37.3
66,-73.9450302124024,40.800952911377,1,19.0,0.0,0.5,3.2,0.0,0.3,23.0
67,-73.9400863647461,40.8516693115234,2,26.0,0.0,0.5,0.0,0.0,0.3,26.8
68,-73.9912338256836,40.7500305175781,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3
69,-73.784782409668,40.6431999206543,1,52.0,0.0,0.5,10.0,5.54,0.3,68.34
70,-73.9877395629883,40.719612121582,1,4.5,0.0,0.5,1.06,0.0,0.3,6.36
71,-73.9556045532227,40.8045463562012,1,17.0,0.0,0.5,4.45,0.0,0.3,22.25
72,-73.8708877563477,40.7740440368652,1,24.5,0.0,0.5,5.06,0.0,0.3,30.36
73,-73.9447402954102,40.7791137695313,1,6.0,0.0,0.5,1.35,0.0,0.3,8.15
74,-73.9665908813477,40.7890014648438,2,10.0,0.0,0.5,0.0,0.0,0.3,10.8
75,-73.9947662353516,40.7501640319824,1,6.5,0.0,0.5,2.7,0.0,0.3,10.0
76,-73.9899063110352,40.7568969726563,2,18.0,0.0,0.5,0.0,0.0,0.3,18.8
77,-73.9906768798828,40.7510681152344,1,12.0,0.0,0.5,3.2,0.0,0.3,16.0
78,-73.9530868530273,40.7890014648438,2,6.5,0.0,0.5,0.0,0.0,0.3,7.3
79,-74.0024032592774,40.7398567199707,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3
80,-73.9939193725586,40.751651763916,1,16.5,0.0,0.5,3.46,0.0,0.3,20.76
81,-74.0041732788086,40.7427711486816,1,13.0,0.0,0.5,2.76,0.0,0.3,16.56
82,-73.9579315185547,40.7819557189941,1,5.5,0.5,0.5,1.35,0.0,0.3,8.15
83,-73.9932403564453,40.7526512145996,1,4.0,0.5,0.5,1.06,0.0,0.3,6.36
84,-73.9604873657227,40.757682800293,1,7.5,0.5,0.5,2.0,0.0,0.3,10.8
85,-73.9500503540039,40.6166610717773,1,36.5,0.5,0.5,7.55,0.0,0.3,45.35
86,-73.9834365844727,40.7185211181641,2,25.5,0.5,0.5,0.0,0.0,0.3,26.8
87,-73.9832305908203,40.6964912414551,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8
88,-73.9519424438477,40.7821655273438,1,13.0,0.5,0.5,3.55,0.0,0.3,17.85
89,-73.9897232055664,40.7188491821289,2,9.0,0.5,0.5,0.0,0.0,0.3,10.3
90,-73.9551467895508,40.7773704528809,1,5.0,0.5,0.5,1.26,0.0,0.3,7.56
91,-73.9616928100586,40.780445098877,1,9.5,0.0,0.5,2.05,0.0,0.3,12.35
92,-73.9722366333008,40.7548713684082,1,7.5,0.0,0.5,1.66,0.0,0.3,9.96
93,-73.9701232910156,40.752815246582,2,4.0,0.0,0.5,0.0,0.0,0.3,4.8
94,-73.9806594848633,40.7596969604492,1,16.0,0.0,0.5,2.0,0.0,0.3,18.8
95,-74.0056076049805,40.7450561523438,1,5.0,0.0,0.5,1.0,0.0,0.3,6.8
96,-73.9748916625977,40.7417373657227,1,11.5,0.0,0.5,3.08,0.0,0.3,15.38
97,-73.987060546875,40.7223129272461,1,11.5,0.0,0.5,1.5,0.0,0.3,13.8
98,-74.0032119750977,40.7505493164063,1,11.5,0.5,0.5,2.5,0.0,0.3,15.3
99,-73.9759902954102,40.7515296936035,2,3.5,0.5,0.5,0.0,0.0,0.3,4.8
100,-73.9890060424805,40.7290763854981,1,7.0,0.5,0.5,2.45,0.0,0.3,10.75
101,-73.9787826538086,40.7535400390625,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8
102,-74.0019989013672,40.7475891113281,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3
103,-73.9533767700195,40.7767906188965,1,7.0,0.5,0.5,0.7,0.0,0.3,9.0
104,-73.9603042602539,40.7628784179687,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3
105,-74.0026931762695,40.7606811523438,2,9.0,0.5,0.5,0.0,0.0,0.3,10.3
106,-73.9772567749023,40.7521133422851,1,10.5,0.5,0.5,2.36,0.0,0.3,14.16
107,-73.9724197387695,40.7651100158691,2,10.0,0.5,0.5,0.0,0.0,0.3,11.3
108,-73.9914855957031,40.7501678466797,1,7.5,0.5,0.5,1.75,0.0,0.3,10.55
109,-73.9903945922852,40.7461318969727,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8
110,-73.9977111816406,40.7652359008789,2,12.0,0.5,0.5,0.0,0.0,0.3,13.3
111,-73.9252471923828,40.6898803710938,1,18.0,0.5,0.5,5.79,0.0,0.3,25.09
112,-73.9481353759766,40.7745056152344,1,19.0,0.5,0.5,6.09,0.0,0.3,26.39
113,-73.9895935058594,40.7260704040527,1,14.0,0.5,0.5,3.06,0.0,0.3,18.36
114,-73.9804534912109,40.7280616760254,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8
115,-73.9944381713867,40.7348327636719,1,7.0,0.5,0.5,0.0,0.0,0.3,8.3
116,-73.9697799682617,40.7572288513184,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3
117,-73.9888687133789,40.7270431518555,1,4.0,0.5,0.5,1.0,0.0,0.3,6.3
118,-73.9784851074219,40.7200355529785,2,17.5,0.5,0.5,0.0,0.0,0.3,18.8
119,-73.9962310791016,40.762565612793,1,22.0,0.5,0.5,5.8,0.0,0.3,29.1
120,-73.9777374267578,40.7584609985352,2,17.0,0.0,0.5,0.0,0.0,0.3,17.8
121,-73.9465789794922,40.8266143798828,1,23.5,0.5,0.5,6.2,0.0,0.3,31.0
122,-73.9884262084961,40.745964050293,2,9.0,0.5,0.5,0.0,0.0,0.3,10.3
123,-73.99658203125,40.7428703308105,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3
124,-73.9522018432617,40.7729568481445,1,6.0,0.5,0.5,1.46,0.0,0.3,8.76
125,-73.9479827880859,40.7850608825684,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3
126,-74.0010452270508,40.7291374206543,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3
127,-73.9506378173828,40.782341003418,1,9.5,0.5,0.5,2.5,0.0,0.3,13.3
128,-73.9992523193359,40.6383666992187,1,36.0,0.5,0.5,7.45,0.0,0.3,44.75
129,-73.9202880859375,40.7682571411133,2,23.0,0.5,0.5,0.0,0.0,0.3,24.3
130,-73.9496765136719,40.7845039367676,1,8.5,0.5,0.5,1.95,0.0,0.3,11.75
131,-73.9717559814453,40.7471313476563,1,9.0,0.5,0.5,2.05,0.0,0.3,12.35
132,-73.9968566894531,40.7525177001953,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3
133,-73.8698120117188,40.7656936645508,2,28.5,0.5,0.5,0.0,5.54,0.3,35.34
134,-73.9802093505859,40.7346878051758,2,20.5,0.5,0.5,0.0,0.0,0.3,21.8
135,-73.9908447265625,40.7585639953613,2,6.5,0.0,0.5,0.0,0.0,0.3,7.3
136,-74.0023193359375,40.7397079467773,4,2.5,0.5,0.5,0.0,0.0,0.3,3.8
137,-73.940185546875,40.7187538146973,2,10.5,0.5,0.5,0.0,0.0,0.3,11.8
138,-73.9568176269531,40.7666015625,2,12.0,0.5,0.5,0.0,0.0,0.3,13.3
139,-73.9637145996094,40.7613563537598,1,5.5,0.5,0.5,1.35,0.0,0.3,8.15
140,-73.9569473266602,40.6907119750977,1,6.5,0.5,0.5,0.0,0.0,0.3,7.8
141,-73.9615631103516,40.7962074279785,1,6.0,0.5,0.5,1.0,0.0,0.3,8.3
142,-73.945426940918,40.6603202819824,1,35.5,0.5,0.5,7.36,0.0,0.3,44.16
143,-73.9809112548828,40.7339591979981,2,18.5,0.5,0.5,0.0,0.0,0.3,19.8
144,-73.982292175293,40.7434005737305,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8
145,-73.9398574829102,40.8501892089844,1,34.5,0.5,0.5,7.16,0.0,0.3,42.96
146,-73.9654312133789,40.7535705566406,1,9.0,0.5,0.5,1.25,0.0,0.3,11.55
147,-73.9634475708008,40.7752304077149,1,4.5,0.5,0.5,1.45,0.0,0.3,7.25
148,-73.9053649902344,40.7112464904785,1,24.0,0.5,0.5,7.55,0.0,0.3,32.85
149,-73.9914321899414,40.7644271850586,1,13.5,0.5,0.5,2.95,0.0,0.3,17.75
150,-73.9563064575195,40.6751594543457,1,11.5,0.5,0.5,3.2,0.0,0.3,16.0
151,-73.9903564453125,40.7347106933594,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8
152,-73.9142837524414,40.7635612487793,1,5.5,0.5,0.5,1.7,0.0,0.3,8.5
153,-73.8847808837891,40.7555999755859,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8
154,-73.9968032836914,40.752628326416,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8
155,-73.9618225097656,40.8013648986816,2,11.5,0.5,0.5,0.0,0.0,0.3,12.8
156,-73.9067764282227,40.7049293518066,1,20.5,0.5,0.5,4.36,0.0,0.3,26.16
157,-73.9131469726563,40.8538017272949,2,11.5,0.5,0.5,0.0,0.0,0.3,12.8
158,-73.9795608520508,40.737434387207,1,11.5,0.5,0.5,2.55,0.0,0.3,15.35
159,-73.9621887207031,40.7746391296387,1,3.5,0.5,0.5,1.0,0.0,0.3,5.8
160,-73.9382705688477,40.7654685974121,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3
161,-74.0084762573242,40.7058143615723,2,26.0,0.5,0.5,0.0,0.0,0.3,27.3
162,-73.992073059082,40.748966217041,2,19.5,0.5,0.5,0.0,0.0,0.3,20.8
163,-74.0162963867188,40.7110443115234,1,6.0,0.5,0.5,0.73,0.0,0.3,8.03
164,-74.0164489746094,40.7070465087891,2,24.0,0.5,0.5,0.0,0.0,0.3,25.3
165,-73.9495086669922,40.8278198242188,2,12.5,0.5,0.5,0.0,0.0,0.3,13.8
166,-73.9723663330078,40.755786895752,2,13.5,0.5,0.5,0.0,0.0,0.3,14.8
167,-73.9874496459961,40.7503242492676,1,9.5,0.5,0.5,1.0,0.0,0.3,11.8
168,-73.9569320678711,40.8001403808594,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8
169,-74.0121536254883,40.7071838378906,2,18.5,0.5,0.5,0.0,0.0,0.3,19.8
170,-73.9969253540039,40.7149925231934,2,10.5,0.5,0.5,0.0,0.0,0.3,11.8
171,-73.9581680297852,40.7730598449707,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3
172,-73.9368743896484,40.8451080322266,1,29.5,0.5,0.5,3.0,0.0,0.3,33.8
173,-73.9276733398438,40.8629417419434,1,18.0,0.5,0.5,0.0,0.0,0.3,19.3
174,-74.0047149658203,40.7447319030762,1,6.0,0.5,0.5,1.46,0.0,0.3,8.76
175,-73.9992218017578,40.719856262207,1,6.0,0.5,0.5,1.45,0.0,0.3,8.75
176,-73.9932861328125,40.682975769043,1,30.0,0.5,0.5,6.26,0.0,0.3,37.56
177,-73.9503021240234,40.6847534179687,1,6.5,0.5,0.5,1.56,0.0,0.3,9.36
178,-73.9989395141602,40.7609481811523,1,18.5,0.5,0.5,3.0,0.0,0.3,22.8
179,-73.9862518310547,40.7772903442383,2,21.5,0.5,0.5,0.0,0.0,0.3,22.8
180,-73.9995269775391,40.7337837219238,1,5.0,0.5,0.5,1.26,0.0,0.3,7.56
181,-73.956298828125,40.7815856933594,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8
182,-73.9477233886719,40.8303756713867,1,14.5,0.5,0.5,2.0,0.0,0.3,17.8
183,-73.9856719970703,40.6873207092285,2,15.5,0.5,0.5,0.0,0.0,0.3,16.8
184,-73.9835052490234,40.741138458252,1,6.0,0.5,0.5,1.46,0.0,0.3,8.76
185,-73.950569152832,40.7258911132813,2,21.0,0.5,0.5,0.0,0.0,0.3,22.3
186,-73.9913787841797,40.7547378540039,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3
187,-73.9498672485352,40.7148094177246,1,27.0,0.5,0.5,5.65,0.0,0.3,33.95
188,-73.9740829467773,40.7935600280762,1,15.5,0.5,0.5,3.36,0.0,0.3,20.16
189,-73.9771270751953,40.747142791748,1,14.5,0.5,0.5,2.0,0.0,0.3,17.8
190,-74.0029296875,40.7603797912598,1,9.0,0.5,0.5,2.06,0.0,0.3,12.36
191,-74.0007934570312,40.7416000366211,1,6.0,0.5,0.5,1.46,0.0,0.3,8.76
192,-73.9738311767578,40.7381553649902,1,7.5,0.5,0.5,1.76,0.0,0.3,10.56
193,-73.971565246582,40.7948150634766,1,5.5,0.5,0.5,1.7,0.0,0.3,8.5
194,-73.9828567504883,40.7315521240234,1,9.0,0.5,0.5,2.0,0.0,0.3,12.3
195,-73.9595794677734,40.7661514282227,1,13.5,0.0,0.5,2.0,0.0,0.3,16.3
196,-73.9977569580078,40.7209587097168,1,21.0,0.5,0.5,4.46,0.0,0.3,26.76
197,-73.9356231689453,40.8492584228516,2,34.0,0.5,0.5,0.0,0.0,0.3,35.3
198,-73.9856033325195,40.772029876709,1,6.5,0.5,0.5,1.2,0.0,0.3,9.0
199,-73.9406204223633,40.8240432739258,2,13.0,0.5,0.5,0.0,0.0,0.3,14.3
200,-73.9654083251953,40.7560882568359,1,6.5,0.5,0.5,3.0,0.0,0.3,10.8
201,-73.9664611816406,40.8045425415039,1,11.5,0.5,0.5,2.55,0.0,0.3,15.35
202,-73.9558715820313,40.7728118896484,2,11.5,0.5,0.5,0.0,0.0,0.3,12.8
203,-73.9794616699219,40.7365112304688,1,5.5,0.5,0.5,1.35,0.0,0.3,8.15
204,-73.9822845458984,40.7659950256348,2,3.5,0.5,0.5,0.0,0.0,0.3,4.8
205,-74.0132598876953,40.7174034118652,1,20.5,0.5,0.5,5.45,0.0,0.3,27.25
206,-73.9684906005859,40.7992820739746,1,7.0,0.5,0.5,1.65,0.0,0.3,9.95
207,-73.9671249389648,40.760871887207,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3
208,-73.8382263183594,40.6507682800293,2,15.0,0.5,0.5,0.0,0.0,0.3,16.3
209,-73.9283218383789,40.7021903991699,1,13.0,0.5,0.5,4.29,0.0,0.3,18.59
210,-73.9931716918945,40.7461891174316,1,10.5,0.5,0.5,2.12,0.0,0.3,13.92
211,0.0,0.0,2,39.5,0.5,0.5,0.0,0.0,0.3,40.8
212,-73.9189300537109,40.8358116149902,2,12.5,0.5,0.5,0.0,0.0,0.3,13.8
213,-73.9671478271484,40.7885589599609,1,7.5,0.5,0.5,1.76,0.0,0.3,10.56
214,-73.9509506225586,40.7808609008789,1,5.5,0.5,0.5,1.36,0.0,0.3,8.16
215,-73.9879837036133,40.7205848693848,1,13.0,0.5,0.5,1.0,0.0,0.3,15.3
216,-73.9551696777344,40.6893310546875,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8
217,-73.9834136962891,40.730411529541,1,10.5,0.5,0.5,2.36,0.0,0.3,14.16
218,-73.993896484375,40.7247734069824,1,16.0,0.5,0.5,5.19,0.0,0.3,22.49
219,-73.9812774658203,40.7372894287109,1,9.5,0.5,0.5,2.16,0.0,0.3,12.96
220,-73.9911651611328,40.7610931396484,2,18.0,0.5,0.5,0.0,0.0,0.3,19.3
221,-73.9912643432617,40.7552185058594,1,5.0,0.5,0.5,1.0,0.0,0.3,7.3
222,-73.9903945922852,40.7509956359863,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8
223,-73.9766159057617,40.727237701416,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8
224,-74.0111618041992,40.7105979919434,1,18.0,0.5,0.5,3.85,0.0,0.3,23.15
225,-73.8406066894531,40.7184791564941,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8
226,-73.9571304321289,40.8126487731934,2,14.5,0.5,0.5,0.0,0.0,0.3,15.8
227,-73.9680557250977,40.7624626159668,1,9.5,0.5,0.5,2.16,0.0,0.3,12.96
228,-73.9798736572266,40.7753067016602,1,15.5,0.5,0.5,5.04,0.0,0.3,21.84
229,-73.9425659179688,40.8214225769043,2,23.0,0.5,0.5,0.0,0.0,0.3,24.3
230,-73.9846038818359,40.732666015625,1,15.0,0.5,0.5,3.26,0.0,0.3,19.56
231,-73.9333877563477,40.847469329834,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8
232,-73.9893493652344,40.7191009521484,3,2.5,0.5,0.5,0.0,0.0,0.3,3.8
233,-73.9731140136719,40.7484359741211,1,3.0,0.5,0.5,1.25,0.0,0.3,5.55
234,-73.9998474121094,40.7513656616211,2,24.0,0.5,0.5,0.0,0.0,0.3,25.3
235,-73.9948654174805,40.7598609924316,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8
236,-74.0038909912109,40.7274208068848,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8
237,-74.0072784423828,40.7116317749023,2,10.0,0.5,0.5,0.0,0.0,0.3,11.3
238,-73.9558792114258,40.7761726379395,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3
239,-73.9922790527344,40.7434196472168,1,6.0,0.0,0.5,1.36,0.0,0.3,8.16
240,-73.9816436767578,40.7751007080078,1,7.5,0.0,0.5,1.7,0.0,0.3,10.0
241,-73.9773483276367,40.7575721740723,2,4.0,0.0,0.5,0.0,0.0,0.3,4.8
242,-73.8871002197266,40.7213897705078,2,9.0,0.0,0.5,0.0,0.0,0.3,9.8
243,-73.9613571166992,40.7594795227051,2,14.5,0.0,0.5,0.0,0.0,0.3,15.3
244,-73.9676361083984,40.7904586791992,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
245,-73.9908676147461,40.7364654541016,1,5.5,0.0,0.5,1.26,0.0,0.3,7.56
246,-73.9775238037109,40.7664566040039,1,11.5,0.0,0.5,0.0,0.0,0.3,12.3
247,-74.013542175293,40.7091484069824,2,18.0,0.0,0.5,0.0,0.0,0.3,18.8
248,-73.9871597290039,40.7615966796875,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3
249,-73.9846496582031,40.7484016418457,1,12.0,0.0,0.5,2.56,0.0,0.3,15.36
250,-73.9498901367188,40.7820816040039,2,8.5,0.0,0.5,0.0,0.0,0.3,9.3
251,-74.0085678100586,40.7093048095703,2,27.5,0.0,0.5,0.0,0.0,0.3,28.3
252,-73.9637069702148,40.7743263244629,2,10.5,0.5,0.5,0.0,0.0,0.3,11.8
253,-74.0097885131836,40.7140846252441,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3
254,-73.9849700927734,40.7556762695313,1,4.5,0.5,0.5,1.74,0.0,0.3,7.54
255,-73.9528732299805,40.7139892578125,2,24.0,0.5,0.5,0.0,0.0,0.3,25.3
256,-73.9573669433594,40.816780090332,2,9.0,0.5,0.5,0.0,0.0,0.3,10.3
257,-73.9200134277344,40.7065238952637,1,12.0,0.5,0.5,3.99,0.0,0.3,17.29
258,-73.9260482788086,40.8618354797363,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8
259,-73.9671096801758,40.7609024047852,1,10.0,0.5,0.5,2.0,0.0,0.3,13.3
260,-73.931037902832,40.6988639831543,1,19.5,0.5,0.5,4.16,0.0,0.3,24.96
261,-73.9254379272461,40.743709564209,1,21.0,0.5,0.5,4.45,0.0,0.3,26.75
262,-73.9989776611328,40.7396354675293,1,15.0,0.5,0.5,3.0,0.0,0.3,19.3
263,-73.9896697998047,40.7260665893555,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3
264,-73.9520721435547,40.786262512207,2,10.0,0.5,0.5,0.0,0.0,0.3,11.3
265,-73.9485092163086,40.8138694763184,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8
266,-73.9682159423828,40.7973518371582,2,11.5,0.5,0.5,0.0,0.0,0.3,12.8
267,-73.9758987426758,40.7763977050781,1,8.0,0.5,0.5,2.32,0.0,0.3,11.62
268,-73.9495697021484,40.7794227600098,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8
269,-73.9912109375,40.7635383605957,1,16.5,0.5,0.5,10.0,0.0,0.3,27.8
270,-73.9219665527344,40.7465400695801,2,12.5,0.5,0.5,0.0,0.0,0.3,13.8
271,-73.9555130004883,40.7734298706055,1,11.0,0.5,0.5,2.0,0.0,0.3,14.3
272,-73.9490432739258,40.7876701354981,1,6.5,0.5,0.5,1.56,0.0,0.3,9.36
273,-73.9486999511719,40.7715530395508,1,8.5,0.5,0.5,1.95,0.0,0.3,11.75
274,-73.9826583862305,40.6734199523926,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8
275,-73.9474105834961,40.7760047912598,1,4.5,0.5,0.5,1.15,0.0,0.3,6.95
276,-73.9921035766602,40.7259712219238,1,8.5,0.5,0.5,1.95,0.0,0.3,11.75
277,-73.9034423828125,40.7448539733887,1,16.0,0.5,0.5,3.45,0.0,0.3,20.75
278,-73.9134368896484,40.698371887207,1,15.0,0.5,0.5,3.25,0.0,0.3,19.55
279,-73.9909362792969,40.7506103515625,2,10.0,0.5,0.5,0.0,0.0,0.3,11.3
280,-73.9677581787109,40.7599029541016,1,9.5,0.5,0.5,2.15,0.0,0.3,12.95
281,-73.9816131591797,40.7245330810547,1,6.0,0.5,0.5,1.5,0.0,0.3,8.8
